Sender-KntNr,Empfaenger-KntNr,Verwendungszweck,Betrag,Buchungsdatum
AT77 5714 5121 8373 3333,AT00 3837 1294 3259 1959,Spende,966.31,09.03.2018
AT83 4593 9652 1831 9309,AT71 7270 8831 6056 9024,Auto,586.37,16.08.2017
AT80 3954 6633 3875 0597,AT52 4761 1464 4792 5682,Neueinrichtung,844.72,08.05.2017
AT34 2568 3484 0062 8014,AT73 7449 0172 9499 3958,Warenhandel,41.82,03.03.2017
AT73 4879 0209 4159 7619,AT08 8242 4149 1806 1191,Schulden,351.21,19.02.2017
AT73 2816 5898 3126 3532,AT77 5714 5121 8373 3333,Schulden,82.49,23.05.2017
AT49 7869 6462 7722 2559,AT89 1722 5241 3201 1443,Auto,958.57,01.02.2017
AT37 4165 0290 7991 9354,AT71 7270 8831 6056 9024,Neueinrichtung,323.20,22.06.2018
AT81 1104 3648 6492 1249,AT47 9309 4409 4792 4785,Schulden,716.86,24.04.2017
AT25 2252 4773 6239 8605,AT52 4761 1464 4792 5682,Neueinrichtung,931.72,16.07.2017
AT81 1104 3648 6492 1249,AT78 6280 7841 3225 0685,Neueinrichtung,287.28,28.06.2017
AT89 1722 5241 3201 1443,AT46 4038 8451 6269 6532,Schulden,566.77,02.02.2018
AT11 8048 7611 7051 3113,AT56 8206 6127 2233 7903,Auto,474.81,06.06.2018
AT10 0760 7731 4855 1789,AT46 4038 8451 6269 6532,,101.67,06.11.2017
AT77 5714 5121 8373 3333,AT27 4281 9942 0389 1927,Spende,741.00,05.02.2018
AT36 6263 5656 5947 3628,AT81 8069 2275 3090 5366,Spende,983.19,06.03.2018
AT61 7283 8477 5641 3823,AT21 3259 6395 4314 9840,Schulden,365.40,06.06.2018
AT23 3627 5889 5495 9166,AT73 0351 6823 5615 7175,,544.92,14.08.2017
AT58 0042 4020 9493 7961,AT21 3259 6395 4314 9840,Spende,619.30,14.05.2018
AT23 3627 5889 5495 9166,AT46 4038 8451 6269 6532,Aktien,811.68,18.12.2018
AT32 3293 7887 1273 6568,AT47 9309 4409 4792 4785,Warenhandel,208.09,01.03.2018
AT34 1779 1973 2337 2860,AT46 4038 8451 6269 6532,Spende,615.46,13.07.2017
AT52 4761 1464 4792 5682,AT73 2816 5898 3126 3532,Schulden,952.63,01.10.2018
AT87 4186 5190 8996 4168,AT31 5368 4239 0622 2678,,111.40,27.10.2017
AT57 6282 2830 8723 9867,AT37 2200 1453 3654 4508,Spende,59.43,14.09.2018
AT71 7270 8831 6056 9024,AT76 6888 8605 9695 7795,Warenhandel,143.55,09.11.2017
AT73 0351 6823 5615 7175,AT80 0414 2633 0638 0714,Warenhandel,403.04,27.02.2018
AT37 2200 1453 3654 4508,AT71 7270 8831 6056 9024,Auto,388.06,18.04.2017
AT21 3259 6395 4314 9840,AT46 4038 8451 6269 6532,,573.25,28.11.2018
AT32 3293 7887 1273 6568,AT71 7270 8831 6056 9024,Spende,168.24,27.05.2017
AT50 5914 7535 5076 3985,AT30 9896 8538 8240 1931,Aktien,724.89,02.06.2018
AT76 6888 8605 9695 7795,AT96 2315 8547 9857 4362,Neueinrichtung,166.33,22.07.2017
AT83 2055 0343 5031 5242,AT55 8940 9044 2599 2567,Aktien,378.37,18.06.2018
AT78 4116 4634 9458 1407,AT78 6280 7841 3225 0685,Leben,141.21,20.07.2018
AT48 4644 0976 8993 2171,AT11 9371 9162 5540 3652,,476.34,26.10.2018
AT47 9309 4409 4792 4785,AT46 4038 8451 6269 6532,Aktien,582.08,13.08.2017
AT83 2055 0343 5031 5242,AT48 4644 0976 8993 2171,Auto,121.55,25.05.2018
AT73 7449 0172 9499 3958,AT95 5079 3033 2191 2643,Warenhandel,166.36,26.03.2017
AT11 8048 7611 7051 3113,AT57 0089 3636 6067 8915,Schulden,223.01,25.08.2017
AT57 6282 2830 8723 9867,AT50 5914 7535 5076 3985,Warenhandel,570.27,09.02.2018
AT23 3627 5889 5495 9166,AT81 8069 2275 3090 5366,Neueinrichtung,430.24,18.04.2017
AT87 6023 4362 1392 0577,AT48 4644 0976 8993 2171,Neueinrichtung,780.30,21.10.2017
AT36 6263 5656 5947 3628,AT55 8940 9044 2599 2567,Spende,413.27,19.02.2018
AT78 4116 4634 9458 1407,AT48 4644 0976 8993 2171,,945.90,24.06.2018
AT80 0414 2633 0638 0714,AT78 6280 7841 3225 0685,Auto,368.38,03.03.2017
AT38 1771 0448 8518 9824,AT94 6088 9228 6351 2124,Spende,568.58,02.06.2018
AT73 2816 5898 3126 3532,AT49 7869 6462 7722 2559,Schulden,793.93,28.11.2018
AT47 9309 4409 4792 4785,AT96 2315 8547 9857 4362,Warenhandel,891.15,22.12.2018
AT73 0351 6823 5615 7175,AT11 8048 7611 7051 3113,Leben,481.83,27.06.2018
AT23 3627 5889 5495 9166,AT47 9309 4409 4792 4785,Spende,161.93,03.11.2017
AT11 8048 7611 7051 3113,AT52 4761 1464 4792 5682,Neueinrichtung,835.31,02.02.2017
AT82 8137 7112 6694 2806,AT37 2200 1453 3654 4508,Schulden,178.42,09.08.2018
AT10 0760 7731 4855 1789,AT78 4116 4634 9458 1407,Neueinrichtung,756.86,04.06.2018
AT83 2055 0343 5031 5242,AT34 9862 5121 9751 5569,Warenhandel,142.23,27.10.2018
AT25 2252 4773 6239 8605,AT21 3259 6395 4314 9840,Neueinrichtung,746.80,02.02.2017
AT71 7270 8831 6056 9024,AT83 2055 0343 5031 5242,Aktien,64.07,02.04.2018
AT57 0089 3636 6067 8915,AT81 1104 3648 6492 1249,Neueinrichtung,803.73,10.01.2017
AT31 5368 4239 0622 2678,AT89 1722 5241 3201 1443,,463.21,25.04.2018
AT73 0351 6823 5615 7175,AT37 4165 0290 7991 9354,Spende,132.01,17.07.2018
AT34 1779 1973 2337 2860,AT73 7449 0172 9499 3958,Schulden,8.50,20.05.2017
AT77 0689 8601 7267 2419,AT81 1104 3648 6492 1249,Warenhandel,366.80,28.01.2018
AT30 9896 8538 8240 1931,AT56 8206 6127 2233 7903,Warenhandel,599.78,23.10.2018
AT34 9862 5121 9751 5569,AT08 8242 4149 1806 1191,,200.15,18.11.2017
AT09 1239 5645 2894 7413,AT50 5914 7535 5076 3985,Aktien,696.49,26.04.2018
AT76 6888 8605 9695 7795,AT55 8940 9044 2599 2567,,751.44,28.03.2017
AT87 6023 4362 1392 0577,AT48 4644 0976 8993 2171,Aktien,951.33,19.01.2017
AT33 9460 1594 8170 4365,AT37 4165 0290 7991 9354,,335.95,15.02.2017
AT83 2055 0343 5031 5242,AT34 9862 5121 9751 5569,Spende,683.46,20.11.2017
AT00 3837 1294 3259 1959,AT80 0414 2633 0638 0714,Spende,804.87,08.09.2017
AT73 0351 6823 5615 7175,AT96 2315 8547 9857 4362,,698.21,11.07.2017
AT30 9896 8538 8240 1931,AT81 1104 3648 6492 1249,Auto,445.34,02.07.2018
AT11 9371 9162 5540 3652,AT85 7494 8192 8332 9402,Aktien,847.03,21.10.2017
AT11 8048 7611 7051 3113,AT37 2200 1453 3654 4508,Spende,109.72,11.10.2017
AT37 4165 0290 7991 9354,AT78 4116 4634 9458 1407,Auto,944.09,27.05.2018
AT96 2315 8547 9857 4362,AT71 8337 5842 2084 3742,Schulden,816.45,13.02.2017
AT83 4593 9652 1831 9309,AT48 4644 0976 8993 2171,Schulden,741.59,18.03.2018
AT81 8069 2275 3090 5366,AT08 8242 4149 1806 1191,Auto,892.11,05.05.2018
AT34 2568 3484 0062 8014,AT21 3259 6395 4314 9840,Aktien,362.66,22.08.2017
AT71 8337 5842 2084 3742,AT34 1779 1973 2337 2860,,844.75,05.02.2018
AT87 6023 4362 1392 0577,AT99 3877 4273 7047 3592,Aktien,208.67,25.02.2018
AT99 3877 4273 7047 3592,AT37 2200 1453 3654 4508,Aktien,504.88,18.07.2018
AT61 7283 8477 5641 3823,AT81 8069 2275 3090 5366,Warenhandel,460.67,01.05.2018
AT33 9460 1594 8170 4365,AT09 1239 5645 2894 7413,Warenhandel,578.64,18.08.2018
AT71 8337 5842 2084 3742,AT83 2055 0343 5031 5242,Aktien,278.30,17.07.2018
AT33 9460 1594 8170 4365,AT11 9371 9162 5540 3652,Warenhandel,292.34,12.12.2018
AT48 4644 0976 8993 2171,AT85 7494 8192 8332 9402,,439.11,14.10.2018
AT77 0689 8601 7267 2419,AT94 6088 9228 6351 2124,,33.53,15.06.2018
AT71 7270 8831 6056 9024,AT55 8940 9044 2599 2567,Aktien,412.97,15.01.2017
AT38 1771 0448 8518 9824,AT36 6263 5656 5947 3628,Aktien,900.66,27.02.2018
AT34 1779 1973 2337 2860,AT30 9896 8538 8240 1931,Warenhandel,855.49,23.05.2017
AT34 9862 5121 9751 5569,AT50 5914 7535 5076 3985,Schulden,959.26,24.02.2018
AT82 8137 7112 6694 2806,AT71 7270 8831 6056 9024,Auto,962.65,11.08.2017
AT58 0042 4020 9493 7961,AT87 6023 4362 1392 0577,,467.66,18.08.2018
AT83 4593 9652 1831 9309,AT21 3259 6395 4314 9840,Aktien,797.04,13.05.2017
AT23 3627 5889 5495 9166,AT31 5368 4239 0622 2678,Spende,970.00,22.11.2017
AT25 2252 4773 6239 8605,AT78 4116 4634 9458 1407,Leben,965.17,28.01.2017
AT27 4281 9942 0389 1927,AT36 6263 5656 5947 3628,Aktien,133.15,15.06.2018
AT57 6282 2830 8723 9867,AT52 4761 1464 4792 5682,Auto,188.33,15.02.2017
AT49 7869 6462 7722 2559,AT57 0089 3636 6067 8915,Warenhandel,489.33,12.01.2018
AT78 6280 7841 3225 0685,AT73 7449 0172 9499 3958,Spende,420.63,08.09.2017
AT73 4879 0209 4159 7619,AT56 8206 6127 2233 7903,Leben,418.57,20.04.2018
AT23 3627 5889 5495 9166,AT11 8048 7611 7051 3113,Schulden,390.98,02.03.2017
AT73 2816 5898 3126 3532,AT77 5714 5121 8373 3333,Neueinrichtung,12.92,07.11.2018
AT85 7494 8192 8332 9402,AT83 2055 0343 5031 5242,Auto,97.61,13.07.2017
AT05 1748 1837 7869 6873,AT94 6088 9228 6351 2124,Auto,536.94,11.09.2017
AT58 0042 4020 9493 7961,AT73 0351 6823 5615 7175,Neueinrichtung,256.47,05.11.2017
AT47 9309 4409 4792 4785,AT81 8069 2275 3090 5366,Spende,173.59,20.01.2017
AT73 0351 6823 5615 7175,AT34 9862 5121 9751 5569,Spende,431.20,07.07.2018
AT65 9915 4585 9244 5764,AT30 9896 8538 8240 1931,Auto,231.04,21.01.2018
AT11 8048 7611 7051 3113,AT87 6023 4362 1392 0577,Neueinrichtung,843.66,03.04.2017
AT94 6088 9228 6351 2124,AT11 8048 7611 7051 3113,Leben,679.00,26.06.2018
AT76 6888 8605 9695 7795,AT71 7270 8831 6056 9024,,605.33,04.05.2017
AT25 2252 4773 6239 8605,AT56 8206 6127 2233 7903,Auto,230.71,15.06.2017
AT85 7494 8192 8332 9402,AT56 8206 6127 2233 7903,Auto,921.97,17.02.2017
AT08 8242 4149 1806 1191,AT00 3837 1294 3259 1959,Warenhandel,583.31,16.06.2018
AT78 6280 7841 3225 0685,AT60 2383 6562 9293 9096,Leben,917.44,06.03.2017
AT94 6088 9228 6351 2124,AT46 4038 8451 6269 6532,Auto,934.68,18.02.2018
AT57 0089 3636 6067 8915,AT37 2200 1453 3654 4508,Warenhandel,195.75,12.05.2017
AT30 9896 8538 8240 1931,AT96 2315 8547 9857 4362,Spende,412.91,15.10.2017
AT85 7494 8192 8332 9402,AT47 9309 4409 4792 4785,Schulden,401.65,22.04.2017
AT47 9309 4409 4792 4785,AT83 2055 0343 5031 5242,Spende,29.03,27.07.2017
AT73 4879 0209 4159 7619,AT21 3259 6395 4314 9840,Auto,587.64,09.03.2017
AT50 5914 7535 5076 3985,AT37 4165 0290 7991 9354,Warenhandel,455.28,07.01.2017
AT27 4281 9942 0389 1927,AT37 4165 0290 7991 9354,,472.15,08.03.2018
AT36 6263 5656 5947 3628,AT49 7869 6462 7722 2559,Leben,341.85,19.02.2018
AT85 9841 6026 7949 4737,AT46 4038 8451 6269 6532,Schulden,9.29,06.12.2018
AT87 4186 5190 8996 4168,AT46 4038 8451 6269 6532,Aktien,240.83,12.10.2017
AT73 4879 0209 4159 7619,AT95 5079 3033 2191 2643,Leben,236.08,11.01.2018
AT80 0414 2633 0638 0714,AT82 8137 7112 6694 2806,Leben,275.37,10.11.2018
AT45 2213 9912 6657 0320,AT57 0089 3636 6067 8915,Aktien,647.42,27.04.2017
AT36 6263 5656 5947 3628,AT48 4644 0976 8993 2171,Auto,515.41,17.03.2017
AT57 0089 3636 6067 8915,AT82 8137 7112 6694 2806,Schulden,325.79,23.10.2017
AT11 8048 7611 7051 3113,AT80 0414 2633 0638 0714,Aktien,668.50,26.10.2018
AT73 7449 0172 9499 3958,AT77 5714 5121 8373 3333,,325.02,03.10.2018
AT32 3293 7887 1273 6568,AT71 8337 5842 2084 3742,Aktien,513.85,15.01.2018
AT48 4644 0976 8993 2171,AT25 2252 4773 6239 8605,Auto,138.88,24.06.2017
AT52 4761 1464 4792 5682,AT78 6280 7841 3225 0685,Leben,441.97,02.07.2018
AT36 6263 5656 5947 3628,AT30 9896 8538 8240 1931,Schulden,81.23,25.08.2018
AT32 3293 7887 1273 6568,AT80 0414 2633 0638 0714,Schulden,146.22,10.10.2018
AT67 5686 4643 8701 0396,AT34 9862 5121 9751 5569,Schulden,389.60,01.01.2017
AT73 7449 0172 9499 3958,AT30 9896 8538 8240 1931,Spende,755.98,01.07.2018
AT32 3293 7887 1273 6568,AT46 4038 8451 6269 6532,Neueinrichtung,146.87,13.09.2017
AT96 2315 8547 9857 4362,AT60 2383 6562 9293 9096,Schulden,914.38,18.08.2017
AT50 5914 7535 5076 3985,AT00 3837 1294 3259 1959,Neueinrichtung,406.79,12.11.2018
AT83 4593 9652 1831 9309,AT49 7869 6462 7722 2559,Aktien,966.80,03.11.2017
AT81 1104 3648 6492 1249,AT09 1239 5645 2894 7413,Aktien,741.25,14.04.2017
AT11 9371 9162 5540 3652,AT08 8242 4149 1806 1191,Neueinrichtung,113.19,08.01.2017
AT82 8137 7112 6694 2806,AT21 3259 6395 4314 9840,Leben,442.01,26.08.2018
AT33 9460 1594 8170 4365,AT87 6023 4362 1392 0577,Spende,257.38,24.08.2017
AT96 2315 8547 9857 4362,AT11 9371 9162 5540 3652,Spende,235.99,24.05.2017
AT78 6280 7841 3225 0685,AT11 8048 7611 7051 3113,Leben,651.09,20.02.2018
AT78 4116 4634 9458 1407,AT87 6023 4362 1392 0577,Neueinrichtung,731.62,14.03.2018
AT83 2055 0343 5031 5242,AT81 1104 3648 6492 1249,Auto,551.73,28.09.2018
AT34 1779 1973 2337 2860,AT37 4165 0290 7991 9354,Leben,506.66,01.02.2017
AT83 4593 9652 1831 9309,AT99 3877 4273 7047 3592,Warenhandel,784.82,15.05.2018
AT96 2315 8547 9857 4362,AT83 4593 9652 1831 9309,Schulden,421.29,17.11.2018
AT94 6088 9228 6351 2124,AT08 8242 4149 1806 1191,Schulden,130.65,07.12.2018
AT33 9460 1594 8170 4365,AT48 4644 0976 8993 2171,Leben,76.55,25.09.2017
AT85 9841 6026 7949 4737,AT21 3259 6395 4314 9840,Auto,881.44,15.07.2018
AT99 3877 4273 7047 3592,AT50 5914 7535 5076 3985,Auto,52.45,03.05.2018
AT77 5714 5121 8373 3333,AT46 4038 8451 6269 6532,Warenhandel,267.70,23.08.2018
AT65 9915 4585 9244 5764,AT94 6088 9228 6351 2124,Leben,642.75,15.04.2018
AT73 0351 6823 5615 7175,AT95 5079 3033 2191 2643,Auto,26.41,05.08.2018
AT65 9915 4585 9244 5764,AT46 4038 8451 6269 6532,Warenhandel,137.12,16.11.2017
AT78 4116 4634 9458 1407,AT89 1722 5241 3201 1443,Schulden,172.39,06.09.2018
AT61 7283 8477 5641 3823,AT96 2315 8547 9857 4362,Spende,61.96,16.04.2018
AT11 9371 9162 5540 3652,AT34 1779 1973 2337 2860,Schulden,11.58,05.03.2017
AT96 2315 8547 9857 4362,AT34 2568 3484 0062 8014,Leben,121.48,11.04.2018
AT34 2568 3484 0062 8014,AT48 4644 0976 8993 2171,Auto,949.35,12.01.2018
AT36 6263 5656 5947 3628,AT81 8069 2275 3090 5366,Leben,875.03,09.04.2018
AT11 8048 7611 7051 3113,AT99 3877 4273 7047 3592,Neueinrichtung,638.33,13.08.2017
AT11 8048 7611 7051 3113,AT25 2252 4773 6239 8605,Aktien,567.43,15.07.2017
AT60 2383 6562 9293 9096,AT46 4038 8451 6269 6532,Auto,217.34,02.01.2018
AT71 8337 5842 2084 3742,AT46 4038 8451 6269 6532,Aktien,936.99,11.09.2018
AT65 9915 4585 9244 5764,AT96 2315 8547 9857 4362,Leben,699.93,17.08.2017
AT80 3954 6633 3875 0597,AT78 4116 4634 9458 1407,Aktien,456.27,13.05.2018
AT27 4281 9942 0389 1927,AT60 2383 6562 9293 9096,Spende,707.48,16.05.2018
AT23 3627 5889 5495 9166,AT82 8137 7112 6694 2806,Schulden,248.80,09.10.2018
AT17 4463 0026 7361 8389,AT34 2568 3484 0062 8014,Schulden,480.98,08.08.2018
AT87 4186 5190 8996 4168,AT56 8206 6127 2233 7903,,539.89,18.10.2017
AT33 9460 1594 8170 4365,AT87 6023 4362 1392 0577,Neueinrichtung,467.97,23.12.2018
AT48 4644 0976 8993 2171,AT27 4281 9942 0389 1927,Aktien,971.68,16.11.2018
AT23 3627 5889 5495 9166,AT49 7869 6462 7722 2559,Neueinrichtung,570.05,10.04.2018
AT83 4593 9652 1831 9309,AT31 5368 4239 0622 2678,Spende,199.40,21.02.2017
AT73 7449 0172 9499 3958,AT87 6023 4362 1392 0577,Spende,843.03,17.09.2018
AT11 8048 7611 7051 3113,AT73 7449 0172 9499 3958,Spende,521.96,12.07.2018
AT85 7494 8192 8332 9402,AT78 6280 7841 3225 0685,Schulden,867.63,23.05.2018
AT89 1722 5241 3201 1443,AT08 8242 4149 1806 1191,Neueinrichtung,63.32,26.09.2017
AT73 2816 5898 3126 3532,AT81 1104 3648 6492 1249,Leben,522.05,08.07.2018
AT37 4165 0290 7991 9354,AT99 3877 4273 7047 3592,Schulden,586.76,23.06.2018
AT81 8069 2275 3090 5366,AT81 1104 3648 6492 1249,Warenhandel,453.49,01.10.2018
AT46 4038 8451 6269 6532,AT65 9915 4585 9244 5764,Spende,4.72,11.02.2017
AT94 6088 9228 6351 2124,AT34 9862 5121 9751 5569,Schulden,532.93,01.05.2018
AT73 0351 6823 5615 7175,AT65 9915 4585 9244 5764,Auto,15.00,08.01.2017
AT47 9309 4409 4792 4785,AT46 4038 8451 6269 6532,Warenhandel,468.55,05.06.2018
AT78 4116 4634 9458 1407,AT85 7494 8192 8332 9402,Spende,38.85,09.08.2018
AT46 4038 8451 6269 6532,AT09 1239 5645 2894 7413,Warenhandel,934.17,16.05.2018
AT87 4186 5190 8996 4168,AT99 3877 4273 7047 3592,,169.12,26.07.2018
AT80 3954 6633 3875 0597,AT00 3837 1294 3259 1959,Spende,315.75,07.01.2017
AT48 4644 0976 8993 2171,AT60 2383 6562 9293 9096,Warenhandel,918.37,24.04.2017
AT87 4186 5190 8996 4168,AT96 2315 8547 9857 4362,Schulden,706.09,15.07.2018
AT78 4116 4634 9458 1407,AT34 9862 5121 9751 5569,Spende,934.89,26.07.2018
AT17 4463 0026 7361 8389,AT09 1239 5645 2894 7413,Auto,684.26,28.03.2018
AT94 6088 9228 6351 2124,AT48 4644 0976 8993 2171,Aktien,661.42,01.07.2017
AT31 5368 4239 0622 2678,AT34 2568 3484 0062 8014,Leben,112.91,26.01.2018
AT73 0351 6823 5615 7175,AT85 7494 8192 8332 9402,,182.16,03.10.2017
AT71 8337 5842 2084 3742,AT73 2816 5898 3126 3532,Neueinrichtung,717.21,11.01.2018
AT11 8048 7611 7051 3113,AT76 6888 8605 9695 7795,Leben,401.13,10.02.2018
AT05 1748 1837 7869 6873,AT65 9915 4585 9244 5764,,534.50,13.01.2018
AT37 2200 1453 3654 4508,AT27 4281 9942 0389 1927,,397.45,01.09.2017
AT73 7449 0172 9499 3958,AT73 0351 6823 5615 7175,,303.89,03.12.2018
AT99 3877 4273 7047 3592,AT21 3259 6395 4314 9840,,174.85,03.08.2018
AT87 6023 4362 1392 0577,AT95 5079 3033 2191 2643,Neueinrichtung,889.18,08.09.2017
AT61 7283 8477 5641 3823,AT65 9915 4585 9244 5764,Schulden,544.96,12.05.2017
AT27 4281 9942 0389 1927,AT48 4644 0976 8993 2171,Warenhandel,420.50,17.04.2018
AT31 5368 4239 0622 2678,AT65 9915 4585 9244 5764,Aktien,893.62,08.10.2017
AT37 4165 0290 7991 9354,AT34 1779 1973 2337 2860,Auto,84.01,18.04.2017
AT76 6888 8605 9695 7795,AT73 0351 6823 5615 7175,Aktien,451.02,12.07.2018
AT82 8137 7112 6694 2806,AT08 8242 4149 1806 1191,Spende,818.92,25.08.2018
AT11 8048 7611 7051 3113,AT37 4165 0290 7991 9354,Schulden,87.48,14.10.2018
AT78 4116 4634 9458 1407,AT25 2252 4773 6239 8605,Warenhandel,577.56,08.08.2018
AT48 4644 0976 8993 2171,AT25 2252 4773 6239 8605,Leben,501.93,20.03.2017
AT38 1771 0448 8518 9824,AT73 7449 0172 9499 3958,Aktien,332.47,16.10.2017
AT82 8137 7112 6694 2806,AT87 6023 4362 1392 0577,Warenhandel,0.78,04.12.2018
AT78 4116 4634 9458 1407,AT81 1104 3648 6492 1249,,181.57,28.06.2018
AT48 4644 0976 8993 2171,AT55 8940 9044 2599 2567,,973.33,16.10.2018
AT85 9841 6026 7949 4737,AT23 3627 5889 5495 9166,Aktien,944.56,06.02.2017
AT58 0042 4020 9493 7961,AT47 9309 4409 4792 4785,Warenhandel,22.84,16.10.2017
AT34 9862 5121 9751 5569,AT21 3259 6395 4314 9840,Aktien,647.13,19.06.2018
AT08 8242 4149 1806 1191,AT71 8337 5842 2084 3742,,867.85,13.07.2018
AT34 9862 5121 9751 5569,AT89 1722 5241 3201 1443,Spende,253.67,12.04.2017
AT77 5714 5121 8373 3333,AT80 0414 2633 0638 0714,Schulden,590.33,15.04.2017
AT85 9841 6026 7949 4737,AT83 2055 0343 5031 5242,Aktien,959.68,27.09.2018
AT11 9371 9162 5540 3652,AT89 1722 5241 3201 1443,Leben,710.29,13.02.2018
AT37 4165 0290 7991 9354,AT08 8242 4149 1806 1191,Aktien,346.67,03.05.2018
AT37 2200 1453 3654 4508,AT30 9896 8538 8240 1931,Spende,507.89,04.10.2017
AT96 2315 8547 9857 4362,AT95 5079 3033 2191 2643,Neueinrichtung,928.90,27.06.2018
AT87 4186 5190 8996 4168,AT60 2383 6562 9293 9096,,142.92,12.01.2017
AT73 4879 0209 4159 7619,AT73 7449 0172 9499 3958,Schulden,914.12,22.08.2017
AT71 7270 8831 6056 9024,AT60 2383 6562 9293 9096,Schulden,352.75,06.06.2018
AT83 2055 0343 5031 5242,AT87 6023 4362 1392 0577,Warenhandel,90.18,18.03.2018
AT21 3259 6395 4314 9840,AT60 2383 6562 9293 9096,Neueinrichtung,615.95,12.04.2017
AT49 7869 6462 7722 2559,AT95 5079 3033 2191 2643,Neueinrichtung,253.47,19.08.2018
AT56 8206 6127 2233 7903,AT47 9309 4409 4792 4785,Leben,693.17,15.04.2017
AT36 6263 5656 5947 3628,AT96 2315 8547 9857 4362,Schulden,615.57,18.09.2017
AT09 1239 5645 2894 7413,AT37 2200 1453 3654 4508,Schulden,964.95,11.05.2017
AT57 0089 3636 6067 8915,AT73 7449 0172 9499 3958,Neueinrichtung,381.11,27.07.2017
AT52 4761 1464 4792 5682,AT78 4116 4634 9458 1407,Auto,275.60,10.04.2017
AT00 3837 1294 3259 1959,AT94 6088 9228 6351 2124,,355.56,20.11.2018
AT00 3837 1294 3259 1959,AT78 4116 4634 9458 1407,Warenhandel,647.88,19.02.2018
AT34 2568 3484 0062 8014,AT23 3627 5889 5495 9166,Neueinrichtung,656.87,24.02.2017
AT56 8206 6127 2233 7903,AT82 8137 7112 6694 2806,Warenhandel,126.93,28.06.2017
AT67 5686 4643 8701 0396,AT85 7494 8192 8332 9402,,307.80,26.11.2017
AT67 5686 4643 8701 0396,AT95 5079 3033 2191 2643,Warenhandel,216.05,10.11.2017
AT87 6023 4362 1392 0577,AT99 3877 4273 7047 3592,Leben,171.11,21.09.2017
AT08 8242 4149 1806 1191,AT50 5914 7535 5076 3985,,184.67,01.01.2018
AT55 8940 9044 2599 2567,AT65 9915 4585 9244 5764,,756.64,10.09.2018
AT46 4038 8451 6269 6532,AT73 0351 6823 5615 7175,Aktien,268.47,26.11.2018
AT80 0414 2633 0638 0714,AT57 0089 3636 6067 8915,Schulden,247.63,22.05.2017
AT81 8069 2275 3090 5366,AT23 3627 5889 5495 9166,Leben,55.65,16.08.2017
AT33 9460 1594 8170 4365,AT25 2252 4773 6239 8605,Neueinrichtung,432.49,14.09.2018
AT87 4186 5190 8996 4168,AT47 9309 4409 4792 4785,,925.65,12.08.2018
AT71 8337 5842 2084 3742,AT34 1779 1973 2337 2860,Warenhandel,933.33,14.12.2018
AT08 8242 4149 1806 1191,AT27 4281 9942 0389 1927,Auto,396.70,10.08.2017
AT21 3259 6395 4314 9840,AT37 2200 1453 3654 4508,Spende,470.81,27.03.2018
AT76 6888 8605 9695 7795,AT78 4116 4634 9458 1407,Schulden,737.01,25.08.2017
AT52 4761 1464 4792 5682,AT87 6023 4362 1392 0577,Spende,0.98,03.06.2018
AT23 3627 5889 5495 9166,AT81 8069 2275 3090 5366,Spende,151.62,25.04.2017
AT48 4644 0976 8993 2171,AT37 2200 1453 3654 4508,Schulden,563.67,10.03.2018
AT81 1104 3648 6492 1249,AT21 3259 6395 4314 9840,,116.82,21.12.2018
AT08 8242 4149 1806 1191,AT48 4644 0976 8993 2171,Neueinrichtung,50.57,20.08.2017
AT96 2315 8547 9857 4362,AT87 6023 4362 1392 0577,Auto,790.31,20.11.2017
AT17 4463 0026 7361 8389,AT71 8337 5842 2084 3742,Warenhandel,842.14,20.12.2018
AT55 8940 9044 2599 2567,AT81 1104 3648 6492 1249,Warenhandel,696.91,20.11.2017
AT36 6263 5656 5947 3628,AT00 3837 1294 3259 1959,Neueinrichtung,879.51,13.08.2018
AT36 6263 5656 5947 3628,AT50 5914 7535 5076 3985,Spende,405.48,02.09.2017
AT57 0089 3636 6067 8915,AT55 8940 9044 2599 2567,Aktien,877.34,04.04.2018
AT73 2816 5898 3126 3532,AT46 4038 8451 6269 6532,,375.04,08.04.2017
AT46 4038 8451 6269 6532,AT77 5714 5121 8373 3333,Leben,904.79,27.07.2018
AT67 5686 4643 8701 0396,AT85 7494 8192 8332 9402,Warenhandel,310.41,08.07.2018
AT81 1104 3648 6492 1249,AT11 9371 9162 5540 3652,Spende,656.24,17.09.2018
AT23 3627 5889 5495 9166,AT34 2568 3484 0062 8014,Leben,743.07,02.01.2017
AT83 4593 9652 1831 9309,AT56 8206 6127 2233 7903,Spende,163.95,19.11.2017
AT27 4281 9942 0389 1927,AT30 9896 8538 8240 1931,Schulden,430.95,26.11.2017
AT32 3293 7887 1273 6568,AT34 9862 5121 9751 5569,,918.97,08.07.2018
AT61 7283 8477 5641 3823,AT81 8069 2275 3090 5366,Spende,10.02,01.09.2017
AT57 0089 3636 6067 8915,AT73 2816 5898 3126 3532,Neueinrichtung,722.29,12.03.2017
AT34 9862 5121 9751 5569,AT80 0414 2633 0638 0714,Leben,850.11,04.05.2018
AT47 9309 4409 4792 4785,AT11 8048 7611 7051 3113,,652.65,17.05.2018
AT34 2568 3484 0062 8014,AT34 9862 5121 9751 5569,Auto,619.29,16.11.2018
AT37 2200 1453 3654 4508,AT80 0414 2633 0638 0714,Warenhandel,726.03,25.01.2018
